salary,name_norm,team_norm,pos_norm,proj_points,source,name,team,pos,pts_per_1k,z_pos_source,salary_dollars_per_point,implied_points,delta_vs_implied
3200,jaylin noel,HOU,WR,3.8,fantasypros,Jaylin Noel,HOU,WR,1.1874999999999998,-0.7932609931394194,389.110525580967,8.223884448312454,-4.423884448312454
3200,mike gesicki,CIN,TE,6.9,fantasypros,Mike Gesicki,CIN,TE,2.15625,0.2403754997775185,389.110525580967,8.223884448312454,-1.3238844483124534
3200,tutu atwell,LAR,WR,4.4,fantasypros,Tutu Atwell,LAR,WR,1.375,-0.6782912926806396,389.110525580967,8.223884448312454,-3.8238844483124534
3200,adonai mitchell,IND,WR,2.6,fantasypros,Adonai Mitchell,IND,WR,0.8125,-1.0232003940569792,389.110525580967,8.223884448312454,-5.623884448312454
3200,jaylin lane,WAS,WR,2.1,fantasypros,Jaylin Lane,WAS,WR,0.65625,-1.1190084777726288,389.110525580967,8.223884448312454,-6.123884448312454
3200,devaughn vele,NO,WR,2.6,fantasypros,Devaughn Vele,NO,WR,0.8125,-1.0232003940569792,389.110525580967,8.223884448312454,-5.623884448312454
3200,jalen tolbert,DAL,WR,2.6,fantasypros,Jalen Tolbert,DAL,WR,0.8125,-1.0232003940569792,389.110525580967,8.223884448312454,-5.623884448312454
3200,colston loveland,CHI,TE,7.3,fantasypros,Colston Loveland,CHI,TE,2.28125,0.3493933844349803,389.110525580967,8.223884448312454,-0.923884448312454
3200,theo johnson,NYG,TE,6.4,fantasypros,Theo Johnson,NYG,TE,2.0,0.10410314395569104,389.110525580967,8.223884448312454,-1.8238844483124534
3200,devontez walker,BAL,WR,6.7,fantasypros,Devontez Walker,BAL,WR,2.09375,-0.23757410758865033,389.110525580967,8.223884448312454,-1.5238844483124536
3200,ravens,BAL,DST,5.9,fantasypros,Ravens ,BAL,DST,1.84375,-0.1383344073012058,389.110525580967,8.223884448312454,-2.3238844483124534
3100,nick westbrookikhine,MIA,WR,3.6,fantasypros,Nick Westbrook-Ikhine,MIA,WR,1.1612903225806452,-0.8315842266256794,389.110525580967,7.96688805930269,-4.36688805930269
3100,isaiah bond,CLE,WR,2.4,fantasypros,Isaiah Bond,CLE,WR,0.7741935483870968,-1.061523627543239,389.110525580967,7.96688805930269,-5.5668880593026895
3100,noah fant,CIN,TE,5.2,fantasypros,Noah Fant,CIN,TE,1.6774193548387097,-0.22295051001669486,389.110525580967,7.96688805930269,-2.7668880593026897
3100,mack hollins,NE,WR,3.2,fantasypros,Mack Hollins,NE,WR,1.032258064516129,-0.9082306935981992,389.110525580967,7.96688805930269,-4.76688805930269
3100,pat freiermuth,PIT,TE,7.2,fantasypros,Pat Freiermuth,PIT,TE,2.3225806451612905,0.3221389132706149,389.110525580967,7.96688805930269,-0.7668880593026897
3100,eagles,PHI,DST,6.0,fantasypros,Eagles ,PHI,DST,1.9354838709677418,-0.02837628867717095,389.110525580967,7.96688805930269,-1.9668880593026898
3100,luke mccaffrey,WAS,WR,1.0,fantasypros,Luke McCaffrey,WAS,WR,0.3225806451612903,-1.3297862619470584,389.110525580967,7.96688805930269,-6.96688805930269
3100,pat bryant,DEN,WR,6.7,fantasypros,Pat Bryant,DEN,WR,2.161290322580645,-0.23757410758865033,389.110525580967,7.96688805930269,-1.2668880593026897
3100,greg dortch,ARI,WR,1.5,fantasypros,Greg Dortch,ARI,WR,0.48387096774193544,-1.2339781782314085,389.110525580967,7.96688805930269,-6.46688805930269
3100,ers,SF,DST,6.7,fantasypros,49ers ,SF,DST,2.161290322580645,0.741330541691076,389.110525580967,7.96688805930269,-1.2668880593026897
3100,kalif raymond,DET,WR,2.3,fantasypros,Kalif Raymond,DET,WR,0.7419354838709676,-1.080685244286369,389.110525580967,7.96688805930269,-5.66688805930269
3100,tylan wallace,BAL,WR,2.3,fantasypros,Tylan Wallace,BAL,WR,0.7419354838709676,-1.080685244286369,389.110525580967,7.96688805930269,-5.66688805930269
3000,tyrell shavers,BUF,WR,1.2,fantasypros,Tyrell Shavers,BUF,WR,0.39999999999999997,-1.2914630284607984,389.110525580967,7.709891670292926,-6.509891670292926
3000,brycen tremayne,CAR,WR,4.7,fantasypros,Brycen Tremayne,CAR,WR,1.5666666666666667,-0.6208064424512497,389.110525580967,7.709891670292926,-3.0098916702929257
3000,david moore,CAR,WR,1.2,fantasypros,David Moore,CAR,WR,0.39999999999999997,-1.2914630284607984,389.110525580967,7.709891670292926,-6.509891670292926
3000,jamari thrash,CLE,WR,1.5,fantasypros,Jamari Thrash,CLE,WR,0.5,-1.2339781782314085,389.110525580967,7.709891670292926,-6.209891670292926
3000,justin watson,HOU,WR,1.6,fantasypros,Justin Watson,HOU,WR,0.5333333333333333,-1.2148165614882787,389.110525580967,7.709891670292926,-6.109891670292926
3000,tai felton,MIN,WR,1.1,fantasypros,Tai Felton,MIN,WR,0.3666666666666667,-1.3106246452039285,389.110525580967,7.709891670292926,-6.609891670292926
3000,roman wilson,PIT,WR,2.4,fantasypros,Roman Wilson,PIT,WR,0.7999999999999999,-1.061523627543239,389.110525580967,7.709891670292926,-5.3098916702929255
3000,john metchie iii,PHI,WR,0.5,fantasypros,John Metchie III,PHI,WR,0.16666666666666666,-1.4255943456627083,389.110525580967,7.709891670292926,-7.209891670292926
3000,jordan whittington,LAR,WR,2.6,fantasypros,Jordan Whittington,LAR,WR,0.8666666666666667,-1.0232003940569792,389.110525580967,7.709891670292926,-5.109891670292926
3000,tyler johnson,NYJ,WR,2.2,fantasypros,Tyler Johnson,NYJ,WR,0.7333333333333334,-1.099846861029499,389.110525580967,7.709891670292926,-5.509891670292926
3000,arian smith,NYJ,WR,2.0,fantasypros,Arian Smith,NYJ,WR,0.6666666666666666,-1.138170094515759,389.110525580967,7.709891670292926,-5.709891670292926
3000,chimere dike,TEN,WR,2.4,fantasypros,Chimere Dike,TEN,WR,0.7999999999999999,-1.061523627543239,389.110525580967,7.709891670292926,-5.3098916702929255
3000,van jefferson,TEN,WR,1.6,fantasypros,Van Jefferson,TEN,WR,0.5333333333333333,-1.2148165614882787,389.110525580967,7.709891670292926,-6.109891670292926
3000,noah brown,WAS,WR,4.4,fantasypros,Noah Brown,WAS,WR,1.4666666666666668,-0.6782912926806396,389.110525580967,7.709891670292926,-3.3098916702929255
3000,michael mayer,LV,TE,4.5,fantasypros,Michael Mayer,LV,TE,1.5,-0.4137318081672533,389.110525580967,7.709891670292926,-3.209891670292926
3000,commanders,WAS,DST,5.6,fantasypros,Commanders ,WAS,DST,1.8666666666666665,-0.46820876317331234,389.110525580967,7.709891670292926,-2.1098916702929262
3000,tre harris,LAC,WR,2.7,fantasypros,Tre' Harris,LAC,WR,0.9,-1.004038777313849,389.110525580967,7.709891670292926,-5.009891670292926
3000,keandre lambertsmith,LAC,WR,1.0,fantasypros,KeAndre Lambert-Smith,LAC,WR,0.3333333333333333,-1.3297862619470584,389.110525580967,7.709891670292926,-6.709891670292926
3000,derius davis,LAC,WR,0.5,fantasypros,Derius Davis,LAC,WR,0.16666666666666666,-1.4255943456627083,389.110525580967,7.709891670292926,-7.209891670292926
3000,broncos,DEN,DST,6.4,fantasypros,Broncos ,DEN,DST,2.1333333333333333,0.4114561858189705,389.110525580967,7.709891670292926,-1.3098916702929255
3000,aj barner,SEA,TE,6.4,fantasypros,AJ Barner,SEA,TE,2.1333333333333333,0.10410314395569104,389.110525580967,7.709891670292926,-1.3098916702929255
3000,cole kmet,CHI,TE,5.5,fantasypros,Cole Kmet,CHI,TE,1.8333333333333333,-0.14118709652359845,389.110525580967,7.709891670292926,-2.209891670292926
3000,zay jones,ARI,WR,1.9,fantasypros,Zay Jones,ARI,WR,0.6333333333333333,-1.1573317112588888,389.110525580967,7.709891670292926,-5.8098916702929255
3000,jalin hyatt,NYG,WR,0.0,fantasypros,Jalin Hyatt,NYG,WR,0.0,-1.5214024293783581,389.110525580967,7.709891670292926,-7.709891670292926
2900,tyler higbee,LAR,TE,5.1,fantasypros,Tyler Higbee,LAR,TE,1.7586206896551724,-0.2502049811810605,389.110525580967,7.452895281283161,-2.3528952812831614
2900,will dissly,LAC,TE,3.8,fantasypros,Will Dissly,LAC,TE,1.3103448275862069,-0.6045131063178117,389.110525580967,7.452895281283161,-3.652895281283161
2900,chargers,LAC,DST,5.9,fantasypros,Chargers ,LAC,DST,2.03448275862069,-0.1383344073012058,389.110525580967,7.452895281283161,-1.5528952812831607
2900,jake tonges,SF,TE,6.4,fantasypros,Jake Tonges,SF,TE,2.206896551724138,0.10410314395569104,389.110525580967,7.452895281283161,-1.0528952812831607
2900,cardinals,ARI,DST,5.8,fantasypros,Cardinals ,ARI,DST,2.0,-0.24829252592524165,389.110525580967,7.452895281283161,-1.6528952812831612
2800,austin hooper,NE,TE,4.2,fantasypros,Austin Hooper,NE,TE,1.5000000000000002,-0.4954952216603497,389.110525580967,7.195898892273397,-2.995898892273397
2800,steelers,PIT,DST,5.9,fantasypros,Steelers ,PIT,DST,2.107142857142857,-0.1383344073012058,389.110525580967,7.195898892273397,-1.2958988922733967
2800,payne durham,TB,TE,1.5,fantasypros,Payne Durham,TB,TE,0.5357142857142857,-1.231365943098218,389.110525580967,7.195898892273397,-5.695898892273397
2800,tyler conklin,LAC,TE,3.7,fantasypros,Tyler Conklin,LAC,TE,1.3214285714285716,-0.6317675774821772,389.110525580967,7.195898892273397,-3.495898892273397
2800,noah gray,KC,TE,4.9,fantasypros,Noah Gray,KC,TE,1.7500000000000002,-0.30471392350979126,389.110525580967,7.195898892273397,-2.2958988922733967
2700,luke musgrave,GB,TE,3.7,fantasypros,Luke Musgrave,GB,TE,1.3703703703703702,-0.6317675774821772,389.110525580967,6.938902503263633,-3.238902503263633
2700,texans,HOU,DST,6.8,fantasypros,Texans ,HOU,DST,2.518518518518518,0.8512886603151109,389.110525580967,6.938902503263633,-0.1389025032636333
2700,grant calcaterra,PHI,TE,3.1,fantasypros,Grant Calcaterra,PHI,TE,1.1481481481481481,-0.7952944044683701,389.110525580967,6.938902503263633,-3.838902503263633
2700,adam trautman,DEN,TE,5.0,fantasypros,Adam Trautman,DEN,TE,1.8518518518518516,-0.2774594523454259,389.110525580967,6.938902503263633,-1.9389025032636331
2700,cowboys,DAL,DST,5.6,fantasypros,Cowboys ,DAL,DST,2.074074074074074,-0.46820876317331234,389.110525580967,6.938902503263633,-1.3389025032636335
2700,brock wright,DET,TE,2.2,fantasypros,Brock Wright,DET,TE,0.8148148148148149,-1.0405846449476595,389.110525580967,6.938902503263633,-4.738902503263633
2600,dawson knox,BUF,TE,4.4,fantasypros,Dawson Knox,BUF,TE,1.6923076923076923,-0.4409862793316187,389.110525580967,6.681906114253869,-2.281906114253869
2600,patriots,NE,DST,5.6,fantasypros,Patriots ,NE,DST,2.1538461538461537,-0.46820876317331234,389.110525580967,6.681906114253869,-1.0819061142538695
2600,mason taylor,NYJ,TE,5.0,fantasypros,Mason Taylor,NYJ,TE,1.923076923076923,-0.2774594523454259,389.110525580967,6.681906114253869,-1.6819061142538692
2600,gunnar helm,TEN,TE,2.9,fantasypros,Gunnar Helm,TEN,TE,1.1153846153846154,-0.8498033467971011,389.110525580967,6.681906114253869,-3.7819061142538692
2600,bears,CHI,DST,5.4,fantasypros,Bears ,CHI,DST,2.076923076923077,-0.6881250004213821,389.110525580967,6.681906114253869,-1.2819061142538688
2500,julian hill,MIA,TE,0.9,fantasypros,Julian Hill,MIA,TE,0.36,-1.3948927700844107,389.110525580967,6.424909725244104,-5.524909725244104
2500,tanner conner,MIA,TE,2.8,fantasypros,Tanner Conner,MIA,TE,1.1199999999999999,-0.8770578179614666,389.110525580967,6.424909725244104,-3.6249097252441045
2500,tommy tremble,CAR,TE,2.7,fantasypros,Tommy Tremble,CAR,TE,1.08,-0.9043122891258321,389.110525580967,6.424909725244104,-3.724909725244104
2500,mitchell evans,CAR,TE,0.6,fantasypros,Mitchell Evans,CAR,TE,0.24,-1.4766561835775074,389.110525580967,6.424909725244104,-5.824909725244105
2500,panthers,CAR,DST,4.6,fantasypros,Panthers ,CAR,DST,1.8399999999999999,-1.567789949413665,389.110525580967,6.424909725244104,-1.8249097252441047
2500,josh oliver,MIN,TE,1.2,fantasypros,Josh Oliver,MIN,TE,0.48,-1.3131293565913145,389.110525580967,6.424909725244104,-5.224909725244104
2500,terrance ferguson,LAR,TE,1.7,fantasypros,Terrance Ferguson,LAR,TE,0.6799999999999999,-1.176857000769487,389.110525580967,6.424909725244104,-4.724909725244104
2500,jeremy ruckert,NYJ,TE,3.0,fantasypros,Jeremy Ruckert,NYJ,TE,1.2,-0.8225488756327356,389.110525580967,6.424909725244104,-3.4249097252441043
2500,stone smartt,NYJ,TE,0.6,fantasypros,Stone Smartt,NYJ,TE,0.24,-1.4766561835775074,389.110525580967,6.424909725244104,-5.824909725244105
2500,titans,TEN,DST,5.4,fantasypros,Titans ,TEN,DST,2.16,-0.6881250004213821,389.110525580967,6.424909725244104,-1.024909725244104
2500,john bates,WAS,TE,0.5,fantasypros,John Bates,WAS,TE,0.2,-1.5039106547418728,389.110525580967,6.424909725244104,-5.924909725244104
2500,ben sinnott,WAS,TE,1.8,fantasypros,Ben Sinnott,WAS,TE,0.72,-1.1496025296051215,389.110525580967,6.424909725244104,-4.6249097252441045
2500,elijah arroyo,SEA,TE,4.4,fantasypros,Elijah Arroyo,SEA,TE,1.7600000000000002,-0.4409862793316187,389.110525580967,6.424909725244104,-2.024909725244104
2500,luke schoonmaker,DAL,TE,2.7,fantasypros,Luke Schoonmaker,DAL,TE,1.08,-0.9043122891258321,389.110525580967,6.424909725244104,-3.724909725244104
2500,elijah higgins,ARI,TE,3.6,fantasypros,Elijah Higgins,ARI,TE,1.44,-0.6590220486465427,389.110525580967,6.424909725244104,-2.824909725244104
2500,daniel bellinger,NYG,TE,1.5,fantasypros,Daniel Bellinger,NYG,TE,0.6,-1.231365943098218,389.110525580967,6.424909725244104,-4.924909725244104
2500,charlie kolar,BAL,TE,1.8,fantasypros,Charlie Kolar,BAL,TE,0.72,-1.1496025296051215,389.110525580967,6.424909725244104,-4.6249097252441045
2500,lions,DET,DST,5.4,fantasypros,Lions ,DET,DST,2.16,-0.6881250004213821,389.110525580967,6.424909725244104,-1.024909725244104
2400,bengals,CIN,DST,5.6,fantasypros,Bengals ,CIN,DST,2.3333333333333335,-0.46820876317331234,389.110525580967,6.16791333623434,-0.5679133362343407
2400,rams,LAR,DST,5.4,fantasypros,Rams ,LAR,DST,2.2500000000000004,-0.6881250004213821,389.110525580967,6.16791333623434,-0.76791333623434
2400,giants,NYG,DST,5.5,fantasypros,Giants ,NYG,DST,2.291666666666667,-0.5781668817973472,389.110525580967,6.16791333623434,-0.6679133362343403
2300,raiders,LV,DST,5.1,fantasypros,Raiders ,LV,DST,2.217391304347826,-1.0179993562934886,389.110525580967,5.910916947224576,-0.8109169472245767
2300,saints,NO,DST,5.2,fantasypros,Saints ,NO,DST,2.2608695652173916,-0.9080412376694528,389.110525580967,5.910916947224576,-0.7109169472245762
2200,browns,CLE,DST,4.8,fantasypros,Browns ,CLE,DST,2.1818181818181817,-1.3478737121655942,389.110525580967,5.653920558214812,-0.8539205582148126
2200,jets,NYJ,DST,5.3,fantasypros,Jets ,NYJ,DST,2.4090909090909087,-0.798083119045418,389.110525580967,5.653920558214812,-0.3539205582148126
2100,dolphins,MIA,DST,4.5,fantasypros,Dolphins ,MIA,DST,2.142857142857143,-1.6777480680376997,389.110525580967,5.396924169205048,-0.8969241692050476
